,Timestamp,Kategori Anda,Kategori Umur Anda,CaRek Pilihan,Alasan Memilih CaRek,Harapan Anda
1126,9/3/2019 14:57:31,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1128,9/3/2019 15:04:20,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1129,9/3/2019 15:05:57,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1130,9/3/2019 15:06:29,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1131,9/3/2019 15:06:45,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1132,9/3/2019 15:07:17,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1135,9/3/2019 15:09:02,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1138,9/3/2019 15:12:28,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1139,9/3/2019 15:12:35,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1140,9/3/2019 15:13:09,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1141,9/3/2019 15:13:21,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1142,9/3/2019 15:13:56,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1143,9/3/2019 15:14:47,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1144,9/3/2019 15:14:59,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1146,9/3/2019 15:15:19,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1148,9/3/2019 15:20:33,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1149,9/3/2019 15:21:03,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1156,9/3/2019 15:26:17,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1157,9/3/2019 15:27:02,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1162,9/3/2019 15:34:26,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1166,9/3/2019 15:54:44,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,
1168,9/3/2019 15:55:40,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1171,9/3/2019 15:59:58,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1174,9/3/2019 16:06:43,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1190,9/3/2019 16:42:14,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1225,9/3/2019 17:34:39,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1226,9/3/2019 17:35:06,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1227,9/3/2019 17:35:31,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1228,9/3/2019 17:36:01,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1229,9/3/2019 17:36:28,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1230,9/3/2019 17:37:01,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1254,9/3/2019 18:17:18,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga beliau bs menjadi rektor kembali dan melanjutkan visi dan misi yg blm terlaksana di tahun sebelumnya.
1288,9/3/2019 18:43:47,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1290,9/3/2019 18:44:15,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1291,9/3/2019 18:44:38,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1292,9/3/2019 18:45:12,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1293,9/3/2019 18:45:29,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1294,9/3/2019 18:45:51,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1295,9/3/2019 18:46:08,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1296,9/3/2019 18:46:25,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1297,9/3/2019 18:46:41,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1335,9/3/2019 20:05:16,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1336,9/3/2019 20:05:42,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1337,9/3/2019 20:06:01,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1340,9/3/2019 20:10:03,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1342,9/3/2019 20:19:29,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1343,9/3/2019 20:19:57,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1344,9/3/2019 20:20:17,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1345,9/3/2019 20:20:40,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1346,9/3/2019 20:21:05,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1356,9/3/2019 20:53:17,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1362,9/3/2019 21:28:03,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Pengalaman ybs,ITB dibuat semakin modern dan meningkat
1368,9/3/2019 21:57:40,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1369,9/3/2019 21:58:17,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1370,9/3/2019 21:58:37,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1371,9/3/2019 21:59:07,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1372,9/3/2019 21:59:29,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1373,9/3/2019 21:59:47,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1374,9/3/2019 22:00:09,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1375,9/3/2019 22:00:29,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1376,9/3/2019 22:00:47,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1425,9/4/2019 4:28:51,Dosen,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1426,9/4/2019 4:29:16,Pegawai / Tendik,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1427,9/4/2019 4:29:48,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1428,9/4/2019 4:30:20,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1429,9/4/2019 4:30:40,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1450,9/4/2019 7:40:37,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1451,9/4/2019 7:40:57,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1452,9/4/2019 7:41:16,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,
1453,9/4/2019 7:41:48,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,ITB WCU
1454,9/4/2019 7:42:16,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,lulus ITB 2020
1456,9/4/2019 7:53:02,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Semoga beliau yang terpilih tetap mempertahankan reputasi ITB dan menaikkan kesejahteraan dosen dan pegawai. Aamiin 
1461,9/4/2019 8:29:07,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,"semoga bisa membawa kesejahteraan untuk pegawai/tendik, sehingga tendik lebih termotivasi untuk bekerja lebih semangat.."
1506,9/4/2019 10:59:30,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1511,9/4/2019 11:33:16,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,ITB bisa menjadi lebih baik lagi dari segala bidang pendidikan
1513,9/4/2019 12:55:41,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,Itb bisa jadi alat untuk kemajuan bangsa indonesia
1514,9/4/2019 13:00:18,Dosen,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1515,9/4/2019 13:00:37,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1516,9/4/2019 13:00:56,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1517,9/4/2019 13:01:14,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1518,9/4/2019 13:01:37,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1519,9/4/2019 13:01:55,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1520,9/4/2019 13:02:13,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1521,9/4/2019 13:02:32,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1522,9/4/2019 13:02:54,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1523,9/4/2019 13:03:14,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1532,9/4/2019 14:08:29,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,"Semoga menjadi Rektor yang tetap bersahaja, yang memperhatikan semua kalangan, bukan hanya dosen atau mahasiswa, juga pegawai sampai tingkat yang paling bawah."
1536,9/4/2019 14:14:51,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,"Semoga jika beliau terpilih kembali, dapat mengemban tanggung jawab yang lebih baik dan selalu lebih memperhatikan seluruh pegawai nya."
1542,9/4/2019 14:34:09,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1543,9/4/2019 14:34:36,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1544,9/4/2019 14:35:05,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1549,9/4/2019 14:44:42,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1553,9/4/2019 14:49:34,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1557,9/4/2019 14:54:22,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,ITB menjadi semakin berkembang terutama di Jatinangor dan Cirebon.
1563,9/4/2019 15:14:21,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1564,9/4/2019 15:14:42,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1565,9/4/2019 15:15:00,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1566,9/4/2019 15:15:22,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
1569,9/4/2019 15:15:48,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),"Emansipasi, kesetaraan dan kebhinekaan",
1572,9/4/2019 15:16:17,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1573,9/4/2019 15:17:02,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,ITB masuk ranking Internasional
1574,9/4/2019 15:17:21,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1580,9/4/2019 15:27:04,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1596,9/4/2019 16:43:34,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1619,9/4/2019 19:02:25,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1633,9/4/2019 21:20:29,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akuntable,Semoga terpilih rektor terbaik untuk itb
1643,9/4/2019 22:50:48,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,Harapan saya yaitu yang bersangkutan dapat membentuk ITB lebih baik dan lebih maju untuk bangsa 
1657,9/5/2019 7:20:56,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,Penghargaan materiil dan non imateriil kepada supporting staff dibalik layar
1700,9/5/2019 18:42:42,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga kontribusi ITB untuk Indonesia semakin nyata.
1760,9/6/2019 9:23:04,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,peningkatan income dan kesejahteraan dosen / pegawai
1822,9/8/2019 17:25:50,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1852,9/11/2019 8:51:05,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Rektor ITB ke depan fapat menjadi good father keluarga besar ITB
513,9/2/2019 20:13:02,Umum,> 40 th,Reini D Wirahadikusumah (FTSL),Calon perempuan. Blm pernah ada rektor itb petempuan.,Rektor itb perempuan pertama.
1127,9/3/2019 15:00:41,Dosen,> 40 th,Reini D Wirahadikusumah (FTSL),Muda dan berenergi,
1469,9/4/2019 8:50:22,Umum,> 40 th,Reini D Wirahadikusumah (FTSL),"Emansipasi, kesetaraan dan kebhinekaan",Smg ITB mengedepankan ke bhinekaan 
1809,9/8/2019 9:41:58,Alumni,> 40 th,Reini D Wirahadikusumah (FTSL),Kecerdasan dan keberanian utk kemajuan ITB,
1810,9/8/2019 10:27:56,Alumni,> 40 th,Reini D Wirahadikusumah (FTSL),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
0,9/1/2019 7:42:45,Dosen,25 - 40 th,Togar M Simatupang (SBM),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
3,9/1/2019 7:58:03,Dosen,> 40 th,Togar M Simatupang (SBM),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,ITB yang menjadi teladan aplikasi teknologi pada lini strategis
5,9/1/2019 8:06:24,Dosen,25 - 40 th,Togar M Simatupang (SBM),Sesuai dengan kriteria kekinian (Rektor 4.0),
10,9/1/2019 11:20:58,Dosen,> 40 th,Togar M Simatupang (SBM),Keberhasilan dan prestasi,ITB menjadi universitas yg bs memiliki dampak utk Indonesia khususnya. Bisa mensejahterakan bangsa dengan menghasilkan lulusan yg mandiri dan bisa menghasilkan teknologi yg dirasakan oleh seluruh masyarakat. 
21,9/1/2019 13:44:25,Alumni,> 40 th,Togar M Simatupang (SBM),Sesuai dengan kriteria kekinian (Rektor 4.0),ITB menjadi no.1 di semua kategori
22,9/1/2019 13:45:21,Alumni,> 40 th,Togar M Simatupang (SBM),Sesuai dengan kriteria kekinian (Rektor 4.0),ITB menjadi no.1 di semua kategori
141,9/1/2019 17:12:39,Dosen,> 40 th,Togar M Simatupang (SBM),Kapabilitas urk meningkatkan ranking itb,
461,9/2/2019 18:33:06,Alumni,> 40 th,Togar M Simatupang (SBM),Kecerdasan dan keberanian utk kemajuan ITB,"Rektor terpilih menjadi roll model yg kuat dalam karakter, kecerdasan dan kepemimpinan yang melayani."
703,9/3/2019 7:35:47,Alumni,25 - 40 th,Togar M Simatupang (SBM),Kapabilitas ybs utk memajukan riset dan industri RI,
718,9/3/2019 7:55:43,Umum,> 40 th,Togar M Simatupang (SBM),Keberhasilan dan prestasi,Semoga rektor terpilih menjunjung tinggi kebhinekaan.
721,9/3/2019 7:59:24,Umum,< 25 th,Togar M Simatupang (SBM),Sesuai dengan kriteria kekinian (Rektor 4.0),
802,9/3/2019 9:55:06,Umum,> 40 th,Togar M Simatupang (SBM),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",
1763,9/6/2019 10:31:41,Alumni,> 40 th,Togar M Simatupang (SBM),Karakter kepemimpinan dan leadership,
1892,9/14/2019 14:56:54,Dosen,25 - 40 th,Togar M Simatupang (SBM),Kapabilitas ybs utk meningkatkan ranking ITB,
46,9/1/2019 14:15:31,Alumni,25 - 40 th,Widjaja Martokusumo (SAPPK),Kecerdasan dan keberanian utk kemajuan ITB,"ITB memerlukan rektor yang muda, energik, cerdas, berdedikasi dan beorientasi pada inovasi pada era 4.0"
302,9/2/2019 12:02:59,Dosen,> 40 th,Widjaja Martokusumo (SAPPK),sefakultas,yg terbaik
444,9/2/2019 18:18:21,Umum,< 25 th,Widjaja Martokusumo (SAPPK),Sesuai dengan kriteria kekinian (Rektor 4.0),
484,9/2/2019 19:13:32,Alumni,> 40 th,Widjaja Martokusumo (SAPPK),Kecerdasan dan keberanian utk kemajuan ITB,Semoga dapat membawa ITB lebih maju lagi
593,9/3/2019 5:46:04,Umum,> 40 th,Widjaja Martokusumo (SAPPK),Sesuai dengan kriteria kekinian (Rektor 4.0),Itb msjuuuu
1755,9/6/2019 8:26:11,Alumni,> 40 th,Widjaja Martokusumo (SAPPK),Hampir semua kriteria di atas,"1.Make ITB Great Again..!!!
2.ITB menjadi World Class University (100 top rank)
3. Mengembalikan peran penting Ikatan Alumni ITB dan memperkuat fungsi IA dalam pembangunan Indonesia yg berkelanjutan"
1756,9/6/2019 8:27:57,Dosen,> 40 th,Widjaja Martokusumo (SAPPK),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,Menghasilkan insan alumni ITB yg profesional n berintegritas
1757,9/6/2019 8:32:15,Alumni,> 40 th,Widjaja Martokusumo (SAPPK),Hampir semua kriteria diatas,Itb tetap sekolahnya anak terbaik indonesia...
1774,9/7/2019 5:52:40,Alumni,> 40 th,Widjaja Martokusumo (SAPPK),Kapabilitas ybs utk meningkatkan ranking ITB,
1820,9/8/2019 17:01:46,Dosen,> 40 th,Widjaja Martokusumo (SAPPK),"Mendatangkan dana riset dan kerjasama eksternal, dalam dan luar negeri",ITB semakin berperan dalam menyediakan SDM unggul dlm pembangunan industri teknologi nasiobal yg mandiri dan berkesinbungan.
1821,9/8/2019 17:04:05,Umum,> 40 th,Widjaja Martokusumo (SAPPK),Kapabilitas ybs utk memajukan riset dan industri RI,ITB sebagai pemimpin pendidikan tinggi dan riset nasional
